Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
BFK,BlackRock Municipal Income Trust,14.34,$642.5M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bfk
BTT,BlackRock Municipal Target Term Trust Inc. (The),23.51,$1.66B,2012,n/a,n/a,http://www.nasdaq.com/symbol/btt
MEN,"Blackrock MuniEnhanced Fund, Inc.",11.96,$354.54M,1989,n/a,n/a,http://www.nasdaq.com/symbol/men
MUC,"Blackrock MuniHoldings California Quality Fund,  Inc.",14.47,$593.31M,1998,n/a,n/a,http://www.nasdaq.com/symbol/muc
MUH,"Blackrock MuniHoldings Fund II, Inc.",15.861,$179.45M,1998,n/a,n/a,http://www.nasdaq.com/symbol/muh
MHD,"Blackrock MuniHoldings Fund, Inc.",17.34,$245.59M,1997,n/a,n/a,http://www.nasdaq.com/symbol/mhd
MFL,Blackrock MuniHoldings Investment Quality Fund,14.66,$554.82M,1997,n/a,n/a,http://www.nasdaq.com/symbol/mfl
MUJ,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",14.59,$439.94M,1998,n/a,n/a,http://www.nasdaq.com/symbol/muj
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc.",13.84,$430.87M,1997,n/a,n/a,http://www.nasdaq.com/symbol/mhn
MUE,"Blackrock MuniHoldings Quality Fund II, Inc.",13.84,$311.61M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mue
MUS,"Blackrock MuniHoldings Quality Fund, Inc.",13.77,$179.22M,1998,n/a,n/a,http://www.nasdaq.com/symbol/mus
MVT,"Blackrock MuniVest Fund II, Inc.",16.07,$339.59M,1993,n/a,n/a,http://www.nasdaq.com/symbol/mvt
MYC,"Blackrock MuniYield California Fund, Inc.",15.25,$326.47M,1992,n/a,n/a,http://www.nasdaq.com/symbol/myc
MCA,"Blackrock MuniYield California Insured Fund, Inc.",15.09,$519.18M,1992,n/a,n/a,http://www.nasdaq.com/symbol/mca
MYD,"Blackrock MuniYield Fund, Inc.",14.93,$698.08M,1991,n/a,n/a,http://www.nasdaq.com/symbol/myd
MYF,Blackrock MuniYield Investment Fund,15.76,$215.32M,1992,n/a,n/a,http://www.nasdaq.com/symbol/myf
MFT,Blackrock MuniYield Investment QualityFund,14.19,$120.25M,1992,n/a,n/a,http://www.nasdaq.com/symbol/mft
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc.",14.08,$416.46M,1992,n/a,n/a,http://www.nasdaq.com/symbol/miy
MYJ,"Blackrock MuniYield New Jersey Fund, Inc.",15.8,$226.56M,1992,n/a,n/a,http://www.nasdaq.com/symbol/myj
MYN,"Blackrock MuniYield New York Quality Fund, Inc.",13.09,$518.19M,1992,n/a,n/a,http://www.nasdaq.com/symbol/myn
MPA,Blackrock MuniYield Pennsylvania Quality Fund,14.46,$193.08M,1992,n/a,n/a,http://www.nasdaq.com/symbol/mpa
MQT,"Blackrock MuniYield Quality Fund II, Inc.",13.21,$297.99M,1992,n/a,n/a,http://www.nasdaq.com/symbol/mqt
MYI,"Blackrock MuniYield Quality Fund III, Inc.",14.48,$985.34M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/myi
MQY,"Blackrock MuniYield Quality Fund, Inc.",15.52,$476.47M,1992,n/a,n/a,http://www.nasdaq.com/symbol/mqy
BNJ,BlackRock New Jersey Municipal Income Trust,15.18,$116.4M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bnj
BNY,BlackRock New York Investment Quality Municipal Trust Inc. (Th,14.69,$190.38M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bny
BLH,Blackrock New York Municipal 2018 Term Trust,14.88,$54.06M,2001,n/a,n/a,http://www.nasdaq.com/symbol/blh
BQH,Blackrock New York Municipal Bond Trust,14.37,$40.24M,2002,n/a,n/a,http://www.nasdaq.com/symbol/bqh
BSE,Blackrock New York Municipal Income Quality Trust,13.47,$87.82M,2002,n/a,n/a,http://www.nasdaq.com/symbol/bse
BCX,BlackRock Resources,8.26,$818.23M,2011,n/a,n/a,http://www.nasdaq.com/symbol/bcx
BST,BlackRock Science and Technology Trust,22.92,$515.87M,2014,n/a,n/a,http://www.nasdaq.com/symbol/bst
BSD,BlackRock Strategic Municipal Trust Inc. (The),13.8386,$101.11M,1999,n/a,n/a,http://www.nasdaq.com/symbol/bsd
BUI,BlackRock Utility and Infrastructure Trust,21.38,$361.47M,2011,n/a,n/a,http://www.nasdaq.com/symbol/bui
BLK,"BlackRock, Inc.",414.71,$67.04B,1999,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/blk
BGB,Blackstone / GSO Strategic Credit Fund,16.2,$723.56M,2012,n/a,n/a,http://www.nasdaq.com/symbol/bgb
BGX,Blackstone GSO Long Short Credit Income Fund,16.48,$209.33M,2011,n/a,n/a,http://www.nasdaq.com/symbol/bgx
BSL,Blackstone GSO Senior Floating Rate Term Fund,17.96,$273.44M,2010,n/a,n/a,http://www.nasdaq.com/symbol/bsl
BCRH,Blue Capital Reinsurance Holdings Ltd.,19.3,$168.99M,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bcrh
BXC,BlueLinx Holdings Inc.,9.78,$88.71M,2004,Capital Goods,Wholesale Distributors,http://www.nasdaq.com/symbol/bxc
BWP,Boardwalk Pipeline Partners L.P.,17.87,$4.47B,2005,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/bwp
BA,Boeing Company (The),190.23,$114.82B,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/ba
BCC,"Boise Cascade, L.L.C.",28.55,$1.1B,2013,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/bcc
BCEI,"Bonanza Creek Energy, Inc.",35.08,$713.75M,2017,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bcei
BOOT,"Boot Barn Holdings, Inc.",5.98,$158.74M,2014,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/boot
BAH,Booz Allen Hamilton Holding Corporation,39.22,$5.8B,2010,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/bah
BWA,BorgWarner Inc.,44.27,$9.39B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/bwa
SAM,"Boston Beer Company, Inc. (The)",143.9,$1.78B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/sam
BXP,"Boston Properties, Inc.",122.36,$18.83B,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bxp
BXP^B,"Boston Properties, Inc.",25.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bxp^b
BSX,Boston Scientific Corporation,27.6,$37.8B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bsx
BOX,"Box, Inc.",19.97,$2.65B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/box
BYD,Boyd Gaming Corporation,25.32,$2.87B,1993,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/byd
BP,BP p.l.c.,35.91,$117.69B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/bp
BPT,BP Prudhoe Bay Royalty Trust,20.65,$441.91M,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/bpt
BRC,Brady Corporation,36.6,$1.88B,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/brc
BDN,Brandywine Realty Trust,17.5,$3.07B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bdn
LND,Brasilagro Cia Brasileira De Propriedades Agricolas,3.94,$229.41M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lnd
BAK,Braskem S.A.,20.74,$8.26B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bak
BRFS,BRF S.A.,13.01,$10.57B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/brfs
BPI,"Bridgepoint Education, Inc.",14.09,$405.61M,2009,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/bpi
BGG,Briggs & Stratton Corporation,24.37,$1.04B,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bgg
BFAM,Bright Horizons Family Solutions Inc.,77.84,$4.66B,2013,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/bfam
BEDU,Bright Scholar Education Holdings Limited,12.4,$186M,2017,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/bedu
EAT,"Brinker International, Inc.",41.1,$2.01B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/eat
BCO,Brink&#39;s Company (The),65.15,$3.28B,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/bco
BMY,Bristol-Myers Squibb Company,54.97,$90.56B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bmy
BRS,Bristow Group Inc,6.87,$241.95M,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/brs
BRX,Brixmor Property Group Inc.,18.14,$5.53B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/brx
BR,"Broadridge Financial Solutions, Inc.",77.65,$9.13B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/br
BKD,Brookdale Senior Living Inc.,14.2,$2.64B,2005,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/bkd
BAM,Brookfield Asset Management Inc,37.95,$37.51B,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/bam
BBU,Brookfield Business Partners L.P.,26.43,$1.37B,2016,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/bbu
BOXC,Brookfield Canada Office Properties,23.976,$633.75M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/boxc
DTLA^,Brookfield DTLA Inc.,25.15,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dtla^
INF,Brookfield Global Listed Infrastructure Income Fund,14.1,$194.57M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inf
BIP,Brookfield Infrastructure Partners LP,40.8,$10.92B,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/bip
BPY,Brookfield Property Partners L.P.,22.94,$5.88B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/bpy
RA,Brookfield Real Assets Income Fund Inc.,23.69,$864.61M,2016,n/a,n/a,http://www.nasdaq.com/symbol/ra
BEP,Brookfield Renewable Partners L.P.,31.71,$5.29B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/bep
BRO,"Brown & Brown, Inc.",43.81,$6.15B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/bro
BF.A,Brown Forman Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bf.a
BF.B,Brown Forman Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bf.b
BRT,BRT Apartments Corp.,8.08,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/brt
BC,Brunswick Corporation,56.5,$5.05B,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bc
BT,BT Group plc,19.84,$39.55B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bt
BPL,Buckeye Partners L.P.,64.32,$9.04B,1986,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/bpl
BKE,"Buckle, Inc. (The)",17.1,$835.31M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/bke
BVN,Buenaventura Mining Company Inc.,12.34,$3.14B,1996,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/bvn
BBW,"Build-A-Bear Workshop, Inc.",10.9,$174.42M,2004,Consumer Services,Recreational Products/Toys,http://www.nasdaq.com/symbol/bbw
BG,Bunge Limited,80.3,$11.27B,2001,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/bg
BURL,"Burlington Stores, Inc.",100.13,$6.99B,2013,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/burl
BWXT,"BWX Technologies, Inc.",49.19,$4.87B,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bwxt
CJ,C,33.63,$2.13B,2017,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/cj
BCR,"C.R. Bard, Inc.",313.36,$22.7B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bcr
GYB,CABCO Series 2004-101 Trust,22.93,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gyb
PFH,CABCO Series 2004-101 Trust,17.2,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pfh
CAB,Cabela&#39;s Inc,53.53,$3.69B,2004,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/cab
CABO,"Cable One, Inc.",731,$4.18B,2015,Consumer Services,Television Services,http://www.nasdaq.com/symbol/cabo
CBT,Cabot Corporation,53.13,$3.32B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/cbt
COG,Cabot Oil & Gas Corporation,21.59,$10.05B,1990,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cog
CACI,"CACI International, Inc.",124.8,$3.05B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/caci
CADE,Cadence Bancorporation,22.5,$1.88B,2017,Finance,Major Banks,http://www.nasdaq.com/symbol/cade
CAE,CAE Inc,16.28,$4.37B,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cae
CAI,"CAI International, Inc.",21.14,$407.02M,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/cai
CAA,"CalAtlantic Group, Inc.",37.1,$4.25B,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/caa
CAL,"Caleres, Inc.",27.26,$1.17B,n/a,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/cal
CCC,Calgon Carbon Corporation,14.5,$735.92M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ccc
CRC,California Resources Corporation,10.3,$438.71M,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/crc
CWT,California Water  Service Group Holding,35.75,$1.72B,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/cwt
CALX,"Calix, Inc",7,$349.13M,2010,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/calx
ELY,Callaway Golf Company,12.93,$1.21B,1992,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/ely
CPE,Callon Petroleum Company,11.46,$2.3B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cpe
CPE^A,Callon Petroleum Company,53.194,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cpe^a
CPN,Calpine Corporation,13.12,$4.73B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cpn
CBM,Cambrex Corporation,55.9,$1.82B,1987,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbm
CPT,Camden Property Trust,84.65,$7.42B,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cpt
CCJ,Cameco Corporation,9.13,$3.61B,1996,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ccj
CPB,Campbell Soup Company,57.73,$17.57B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/cpb
CWH,"Camping World Holdings, Inc.",27.41,$2.23B,2016,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cwh
GOOS,Canada Goose Holdings Inc.,21.64,$500.44M,2017,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/goos
CM,Canadian Imperial Bank of Commerce,78.25,$31.43B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/cm
CNI,Canadian National Railway Company,78.45,$59.4B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/cni
CNQ,Canadian Natural Resources Limited,28.85,$35.04B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cnq
CP,Canadian Pacific Railway Limited,158.12,$23.2B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/cp
CAJ,"Canon, Inc.",35.55,$38.82B,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/caj
CMD,Cantel Medical Corp.,81.02,$3.38B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cmd
COF,Capital One Financial Corporation,78.04,$37.69B,1994,Finance,Major Banks,http://www.nasdaq.com/symbol/cof
COF.WS,Capital One Financial Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof.ws
COF^C,Capital One Financial Corporation,26.4399,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cof^c
COF^D,Capital One Financial Corporation,27.34,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof^d
COF^F,Capital One Financial Corporation,26.4979,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof^f
COF^G,Capital One Financial Corporation,24.13,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof^g
COF^H,Capital One Financial Corporation,25.99,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof^h
COF^P,Capital One Financial Corporation,25.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof^p
CSU,Capital Senior Living Corporation,14.35,$434.78M,1997,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/csu
BXMT,"Capital Trust, Inc.",31.22,$2.96B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bxmt
CLA.CL,Capitala Finance Corp.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cla.cl
CMO,Capstead Mortgage Corporation,10.57,$1.02B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cmo
CMO^E,Capstead Mortgage Corporation,24.99,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmo^e
CRR,"Carbo Ceramics, Inc.",7.69,$208.71M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/crr
CAH,"Cardinal Health, Inc.",75.79,$23.94B,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/cah
CCP,"Care Capital Properties, Inc.",26.29,$2.21B,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ccp
CRCM,"Care.com, Inc.",15.57,$457.82M,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/crcm
CSL,Carlisle Companies Incorporated,100.47,$6.49B,n/a,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/csl
KMX,CarMax Inc,63.6,$11.78B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/kmx
CCL,Carnival Corporation,65.47,$47.32B,1987,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/ccl
CUK,Carnival Corporation,65.75,$47.78B,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/cuk
CRS,Carpenter Technology Corporation,37.28,$1.74B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/crs
CSV,"Carriage Services, Inc.",26.91,$449.49M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/csv
CARS,Cars.com Inc.,27.05,n/a,2017,n/a,n/a,http://www.nasdaq.com/symbol/cars
CRI,"Carter&#39;s, Inc.",84.33,$4.08B,2003,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/cri
CVNA,Carvana Co.,9.53,n/a,2017,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cvna
CSLT,"Castlight Health, inc.",3.7,$482.9M,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/cslt
CTLT,"Catalent, Inc.",37.12,$4.64B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctlt
CTT           ,"CatchMark Timber Trust, Inc.",11.63,$451.37M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ctt
CAT,"Caterpillar, Inc.",105.95,$62.42B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/cat
CATO,Cato Corporation (The),19.41,$499.91M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/cato
CBZ,"CBIZ, Inc.",15.2,$826.71M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cbz
CBL,"CBL & Associates Properties, Inc.",7.71,$1.32B,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cbl
CBL^D,"CBL & Associates Properties, Inc.",22.7298,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbl^d
CBL^E,"CBL & Associates Properties, Inc.",23.17,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbl^e
CBO,CBO (Listing Market - NYSE - Networks A/E),20.34,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbo
IGR,CBRE Clarion Global Real Estate Income Fund,7.7,$897.75M,2004,n/a,n/a,http://www.nasdaq.com/symbol/igr
CBG,"CBRE Group, Inc.",35.47,$11.98B,2004,Finance,Real Estate,http://www.nasdaq.com/symbol/cbg
CBS,CBS Corporation,61.3,$24.89B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cbs
CBS.A,CBS Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbs.a
CBX,CBX (Listing Market NYSE Networks AE,1.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbx
CDI,CDI Corporation,6,$112.15M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/cdi
FUN,"Cedar Fair, L.P.",71.04,$3.99B,1987,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/fun
CDR,"Cedar Realty Trust, Inc.",5.27,$450.92M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cdr
CDR^B,"Cedar Realty Trust, Inc.",25.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cdr^b
CGI,"Celadon Group, Inc.",2.25,$63.67M,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/cgi
CE,Celanese Corporation,88.04,$12.41B,2005,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ce
CLS,"Celestica, Inc.",14.01,$1.75B,1998,Technology,Electrical Products,http://www.nasdaq.com/symbol/cls
CEL,"Cellcom Israel, Ltd.",9.86,$991.98M,2007,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cel
CPAC,Cementos Pacasmayo S.A.A.,11.98,$1.03B,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cpac
CX,Cemex S.A.B. de C.V.,8.51,$4.15B,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cx
CNCO,Cencosud S.A.,8.21,$7.83B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/cnco
CVE,Cenovus Energy Inc,8.58,$10.54B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cve
CNC,Centene Corporation,75.19,$12.95B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/cnc
CEN,Center Coast MLP & Infrastructure Fund,11.4,$236.77M,2013,n/a,n/a,http://www.nasdaq.com/symbol/cen
CNP,"CenterPoint Energy, Inc.",28.88,$12.45B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cnp
EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,4.02,$5.44B,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ebr
EBR.B,Centrais Electricas Brasileiras S.A.- Eletrobras,n/a,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/ebr.b
CEE,"Central Europe, Russia and Turkey Fund, Inc. (The)",21.81,$169.19M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cee
CCS,"Century Communities, Inc.",25.6,$570.65M,2014,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/ccs
CTL,"CenturyLink, Inc.",25.87,$14.2B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctl
CVO,Cenveo Inc,6.24,$53.37M,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/cvo
CF,"CF Industries Holdings, Inc.",26.4,$6.16B,2005,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/cf
CGG,CGG,6.83,$151.17M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cgg
GIB,"CGI Group, Inc.",51.19,$13.48B,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/gib
ECOM          ,ChannelAdvisor Corporation,11.9,$313.33M,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ecom
CRL,"Charles River Laboratories International, Inc.",93.72,$4.46B,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/crl
CLDT,Chatham Lodging Trust (REIT),19.99,$767.72M,2010,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cldt
CMCM,Cheetah Mobile Inc.,12,$1.72B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cmcm
CHGG,"Chegg, Inc.",12.5,$1.18B,2013,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/chgg
CHE,Chemed Corp.,208.79,$3.36B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/che
CC,Chemours Company (The),41.16,$7.59B,2015,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/cc
CHMI,Cherry Hill Mortgage Investment Corporation,18.04,$229.11M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/chmi
CHK,Chesapeake Energy Corporation,4.96,$4.5B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/chk
CHK^D,Chesapeake Energy Corporation,57.1038,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/chk^d
CHKR,Chesapeake Granite Wash Trust,2.55,$119.21M,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/chkr
CHSP,Chesapeake Lodging Trust,23.6,$1.42B,2010,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/chsp
CHSP^A.CL,Chesapeake Lodging Trust,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/chsp^a.cl
CPK,Chesapeake Utilities Corporation,76.5,$1.25B,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/cpk
CVX,Chevron Corporation,103.11,$195.35B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvx
CBI,Chicago Bridge & Iron Company N.V.,19.2,$1.94B,1997,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/cbi
CHS,"Chico&#39;s FAS, Inc.",9.43,$1.22B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/chs
CIM,Chimera Investment Corporation,18.91,$3.55B,2007,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cim
CIM^A,Chimera Investment Corporation,25.4279,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cim^a
CIM^B,Chimera Investment Corporation,25.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cim^b
